,image_id,question,question_id,answer
11729,900195622,Does the child have any parents in the picture?,900195622,yes
11730,13124,Is the fire lit?,131242,yes
11731,15548,Is it night time?,155481,no
11732,900155481,Is it night time?,900155481,yes
11733,1506,Is the woman alone?,15062,yes
11734,900015062,Is the woman alone?,900015062,no
11735,19570,Is the man laughing at  his pets?,195701,yes
11736,900195701,Is the man laughing at  his pets?,900195701,no
11737,13932,Is the boy sliding?,139321,yes
11738,900139321,Is the boy sliding?,900139321,no
11739,19238,Are the ducks flying?,192382,no
11740,900192382,Are the ducks flying?,900192382,yes
11741,49,Is there a couch?,492,no
11742,900000492,Is there a couch?,900000492,yes
11743,2484,Have they been married 2 weeks?,24841,yes
11744,900024841,Have they been married 2 weeks?,900024841,no
11745,15217,Is the little child in a sandbox?,152172,yes
11746,900152172,Is the little child in a sandbox?,900152172,no
11747,7923,Is the rabbit playing soccer?,79232,no
11748,900079232,Is the rabbit playing soccer?,900079232,yes
11749,7817,Is it raining outside?,78172,no
11750,2859,Are the younger couple friends with the older couple?,28591,yes
11751,900028591,Are the younger couple friends with the older couple?,900028591,no
11752,1534,Is the cat friendly?,15342,yes
11753,900015342,Is the cat friendly?,900015342,no
11754,18572,Did she just throw the yarn?,185720,yes
11755,900185720,Did she just throw the yarn?,900185720,no
11756,3256,Are both blue books slanted the same way?,32562,no
11757,900032562,Are both blue books slanted the same way?,900032562,yes
11758,8870,Does the boy look confused?,88701,yes
11759,900088701,Does the boy look confused?,900088701,no
11760,3686,Is there a man sitting on the log?,36862,yes
11761,900036862,Is there a man sitting on the log?,900036862,no
11762,1929,Does he love his dad?,19290,yes
11763,2329,Is the sun visible?,23292,yes
11764,900023292,Is the sun visible?,900023292,no
11765,4960,Is there a pillow on the floor?,49600,yes
11766,900049600,Is there a pillow on the floor?,900049600,no
11767,5498,Will they use the seesaw?,54981,yes
11768,900054981,Will they use the seesaw?,900054981,no
11769,13900,Is the man teaching the girl about butterflies?,139000,yes
11770,900139000,Is the man teaching the girl about butterflies?,900139000,no
11771,8995,Is there a picture of the portrait?,89951,yes
11772,900089951,Is there a picture of the portrait?,900089951,no
11773,8567,Are there clouds in the sky?,85671,yes
11774,900085671,Are there clouds in the sky?,900085671,no
11775,7746,Are there any adults pictured?,77462,no
11776,900077462,Are there any adults pictured?,900077462,yes
11777,15426,Is the old lady dancing in front of a couch?,154260,yes
11778,900154260,Is the old lady dancing in front of a couch?,900154260,no
11779,5893,Are they out on a picnic?,58932,yes
11780,900058932,Are they out on a picnic?,900058932,no
11781,256,Is this a park?,2560,yes
11782,900002560,Is this a park?,900002560,no
11783,11346,Is the window open?,113462,no
11784,16306,Is that a self-portrait on the wall?,163062,no
11785,19849,Is the young woman relaxing?,198490,yes
11786,900198490,Is the young woman relaxing?,900198490,no
11787,10978,Is there anything hanging on the wall?,109782,no
11788,900109782,Is there anything hanging on the wall?,900109782,yes
11789,2975,Are they on opposite ends of the monkey bars?,29752,yes
11790,900029752,Are they on opposite ends of the monkey bars?,900029752,no
11791,16535,Should the man eat the mushrooms?,165352,no
11792,4164,Is the sun visible in this picture?,41641,no
11793,900041641,Is the sun visible in this picture?,900041641,yes
11794,18761,Is the red motor scooter parked?,187610,yes
11795,2483,Is there fruit on the tree?,24832,no
11796,900024832,Is there fruit on the tree?,900024832,yes
11797,19054,Is the sky cloudy?,190541,yes
11798,900190541,Is the sky cloudy?,900190541,no
11799,17706,Is there a painting?,177062,yes
11800,900177062,Is there a painting?,900177062,no
11801,10008,Is it cloudy?,100080,no
11802,900100080,Is it cloudy?,900100080,yes
11803,19015,Does the tablecloth match the curtains?,190152,no
11804,17533,Is the baby eating?,175331,no
11805,900175331,Is the baby eating?,900175331,yes
11806,44,Has the cat scratched up this sofa?,441,no
11807,900000441,Has the cat scratched up this sofa?,900000441,yes
11808,10448,Is the old man on the right holding up his feet?,104481,yes
11809,900104481,Is the old man on the right holding up his feet?,900104481,no
11810,5703,Is the lady taking a nap?,57030,yes
11811,900057030,Is the lady taking a nap?,900057030,no
11812,7378,Is the dog next to the boy?,73782,yes
11813,900073782,Is the dog next to the boy?,900073782,no
11814,5370,Do the people belong to the animals?,53702,no
11815,900053702,Do the people belong to the animals?,900053702,yes
11816,14615,Could someone sitting on the sofa see the TV?,146152,yes
11817,900146152,Could someone sitting on the sofa see the TV?,900146152,no
11818,6168,Does the jump roper have 2 feet in the air?,61681,yes
11819,900061681,Does the jump roper have 2 feet in the air?,900061681,no
11820,11061,Are the pillows the same color as the curtains?,110612,no
11821,900110612,Are the pillows the same color as the curtains?,900110612,yes
11822,2398,Is anyone on the slide?,23982,no
11823,900023982,Is anyone on the slide?,900023982,yes
11824,9073,Is the boy ready to sit down and eat?,90730,yes
11825,900090730,Is the boy ready to sit down and eat?,900090730,no
11826,7336,Are they boyfriend and girlfriend?,73362,yes
11827,900073362,Are they boyfriend and girlfriend?,900073362,no
11828,15545,Are the people hungry?,155450,yes
11829,900155450,Are the people hungry?,900155450,no
11830,16015,Does he look lonely?,160152,yes
11831,900160152,Does he look lonely?,900160152,no
11832,13880,Are they playing video games?,138800,yes
11833,900138800,Are they playing video games?,900138800,no
11834,8953,Are the people old?,89532,yes
11835,900089532,Are the people old?,900089532,no
11836,10220,Can each duck eat more than one mushroom?,102201,no
11837,900102201,Can each duck eat more than one mushroom?,900102201,yes
11838,107,Is the man drinking water?,1072,no
11839,900001072,Is the man drinking water?,900001072,yes
11840,9068,Is the cat a baby cat?,90682,no
11841,900090682,Is the cat a baby cat?,900090682,yes
11842,1957,Could any of these people be related to each other?,19570,yes
11843,900019570,Could any of these people be related to each other?,900019570,no
11844,7041,Are the people far apart?,70411,yes
11845,900070411,Are the people far apart?,900070411,no
11846,10207,Is he the father?,102072,yes
11847,900102072,Is he the father?,900102072,no
11848,6398,Is the man eating pie?,63981,yes
11849,900063981,Is the man eating pie?,900063981,no
11850,11104,Is the woman wearing blue?,111042,yes
11851,900111042,Is the woman wearing blue?,900111042,no
11852,5039,Are there any clouds?,50392,yes
11853,900050392,Are there any clouds?,900050392,no
11854,18592,Is there a kid near the man on the rug?,185921,yes
11855,900185921,Is there a kid near the man on the rug?,900185921,no
11856,15161,Is the man falling onto the rug?,151612,no
11857,900151612,Is the man falling onto the rug?,900151612,yes
11858,17128,Does the man look angry?,171282,yes
11859,900171282,Does the man look angry?,900171282,no
11860,7760,Is the man on the left kicking around a soccer ball?,77600,yes
11861,900077600,Is the man on the left kicking around a soccer ball?,900077600,no
11862,9460,Is she going to throw the ball at the slide?,94602,yes
11863,900094602,Is she going to throw the ball at the slide?,900094602,no
11864,2616,Is the man and lady happy together?,26160,yes
11865,900026160,Is the man and lady happy together?,900026160,no
11866,11612,Is this woman offering a bone to the dog?,116122,yes
11867,900116122,Is this woman offering a bone to the dog?,900116122,no
11868,9922,Is that a whole watermelon?,99222,no
11869,900099222,Is that a whole watermelon?,900099222,yes
11870,5280,Is the boy laughing at the rabbit?,52802,yes
11871,900052802,Is the boy laughing at the rabbit?,900052802,no
11872,16914,Are there any adults present?,169140,no
11873,900169140,Are there any adults present?,900169140,yes
11874,12260,Is the old man having fun with his food?,122600,yes
11875,900122600,Is the old man having fun with his food?,900122600,no
11876,18588,Is she watching TV?,185882,no
11877,900185882,Is she watching TV?,900185882,yes
11878,18088,Does the woman on the bench have a sore knee?,180881,yes
11879,900180881,Does the woman on the bench have a sore knee?,900180881,no
11880,2006,Are they angry?,20062,yes
11881,900020062,Are they angry?,900020062,no
11882,4589,Can you see the ceiling?,45892,no
11883,10502,Does this place have windows?,105022,no
11884,900105022,Does this place have windows?,900105022,yes
11885,13900,Is the tree in the center of the picture?,139001,yes
11886,900139001,Is the tree in the center of the picture?,900139001,no
11887,2247,Is this guy playing alone?,22470,yes
11888,900022470,Is this guy playing alone?,900022470,no
11889,12,Is the grass brown?,120,no
11890,7473,Will the woman hurt her ankle when she jumps?,74731,no
11891,900074731,Will the woman hurt her ankle when she jumps?,900074731,yes
11892,19244,Is the rug blue?,192441,no
11893,7156,Is the woman sitting on the footstool?,71561,yes
11894,900071561,Is the woman sitting on the footstool?,900071561,no
11895,11959,Is anyone on the sidewalk?,119592,no
11896,900119592,Is anyone on the sidewalk?,900119592,yes
11897,13245,Is it safe for the baby to be alone right now?,132452,no
11898,900132452,Is it safe for the baby to be alone right now?,900132452,yes
11899,1135,Are the curtains closed?,11351,no
11900,13067,Is it summertime?,130672,no
11901,900130672,Is it summertime?,900130672,yes
11902,5946,Is it likely that the girl's natural child would look like this doll?,59460,no
11903,900059460,Is it likely that the girl's natural child would look like this doll?,900059460,yes
11904,8739,Can the woman immediately sit down?,87392,no
11905,900087392,Can the woman immediately sit down?,900087392,yes
11906,11968,Does Barbie live in the dollhouse?,119681,no
11907,900119681,Does Barbie live in the dollhouse?,900119681,yes
11908,9854,Can you see the entire window?,98542,no
11909,900098542,Can you see the entire window?,900098542,yes
11910,17922,Is the footstool the same color as the rug?,179221,yes
11911,900179221,Is the footstool the same color as the rug?,900179221,no
11912,16331,Is the woman really fascinated by a TV program?,163310,yes
11913,900163310,Is the woman really fascinated by a TV program?,900163310,no
11914,12544,Are the scooters the same color?,125442,yes
11915,9981,Is there a rodent in the picture?,99811,yes
11916,900099811,Is there a rodent in the picture?,900099811,no
11917,7106,Did the woman just enter the room from the door?,71060,yes
11918,900071060,Did the woman just enter the room from the door?,900071060,no
11919,9200,Are there enough seats for both people?,92002,no
11920,900092002,Are there enough seats for both people?,900092002,yes
11921,4274,Is the boy paying attention to the puppy?,42741,no
11922,900042741,Is the boy paying attention to the puppy?,900042741,yes
11923,2446,Is that man going to kick the soccer ball later?,24460,yes
11924,900024460,Is that man going to kick the soccer ball later?,900024460,no
11925,18196,Does the man's clothes match?,181962,yes
11926,900181962,Does the man's clothes match?,900181962,no
11927,17616,Is the dog attacking the man?,176160,no
11928,900176160,Is the dog attacking the man?,900176160,yes
11929,3766,Is part of the couch on the  red rug?,37662,yes
11930,900037662,Is part of the couch on the  red rug?,900037662,no
11931,6254,Is the man on the sidewalk?,62541,yes
11932,900062541,Is the man on the sidewalk?,900062541,no
11933,3904,Are the two objects on top of the two stools?,39041,yes
11934,900039041,Are the two objects on top of the two stools?,900039041,no
11935,7612,Is there a pond?,76120,yes
11936,900076120,Is there a pond?,900076120,no
11937,8731,Is he alone?,87312,yes
11938,900087312,Is he alone?,900087312,no
11939,13692,Are the old women dancing?,136921,yes
11940,900136921,Are the old women dancing?,900136921,no
11941,13432,Is the stool too short for the table?,134322,yes
11942,900134322,Is the stool too short for the table?,900134322,no
11943,6559,Is he a good student?,65590,yes
11944,900065590,Is he a good student?,900065590,no
11945,18615,Does the girl have a cat in her hand?,186152,no
11946,900186152,Does the girl have a cat in her hand?,900186152,yes
11947,5771,Is the door closed?,57712,yes
11948,1069,Does the dog belong to the girl?,10691,yes
11949,900010691,Does the dog belong to the girl?,900010691,no
11950,12135,Are all the people caucasian?,121352,no
11951,900121352,Are all the people caucasian?,900121352,yes
11952,11395,Is the decor in this room French Provincial?,113950,no
11953,18279,Is the red haired girl eating?,182792,yes
11954,900182792,Is the red haired girl eating?,900182792,no
11955,13682,Does the rug have fringe on it?,136822,yes
11956,4359,Is it nighttime?,43591,no
11957,8858,Is the young man happy about the wall picture?,88580,yes
11958,900088580,Is the young man happy about the wall picture?,900088580,no
11959,4527,Are the flowers in bloom?,45270,yes
11960,900045270,Are the flowers in bloom?,900045270,no
11961,4833,Is he fixing to eat?,48330,yes
11962,900048330,Is he fixing to eat?,900048330,no
11963,1678,Are the man and the woman drinking the same wine?,16782,no
11964,900016782,Are the man and the woman drinking the same wine?,900016782,yes
11965,2796,Do you see kids?,27961,no
11966,900027961,Do you see kids?,900027961,yes
11967,15824,Is the rat going to eat?,158241,yes
11968,900158241,Is the rat going to eat?,900158241,no
11969,9259,Is the turtle in the pond?,92591,no
11970,900092591,Is the turtle in the pond?,900092591,yes
11971,12536,Is the dog awake?,125361,no
11972,900125361,Is the dog awake?,900125361,yes
11973,14326,Are the people laughing?,143262,yes
11974,900143262,Are the people laughing?,900143262,no
11975,13364,Is the woman afraid of the dog?,133641,no
11976,900133641,Is the woman afraid of the dog?,900133641,yes
11977,7034,Is the old man sitting in front of a dog?,70341,yes
11978,900070341,Is the old man sitting in front of a dog?,900070341,no
11979,9461,Are there coats hanging on the coat rack?,94611,no
11980,10245,Is the cat leaping from the chair?,102451,yes
11981,900102451,Is the cat leaping from the chair?,900102451,no
11982,4002,Are they happy?,40022,yes
11983,900040022,Are they happy?,900040022,no
11984,10574,Is the dog on the rug?,105741,yes
11985,900105741,Is the dog on the rug?,900105741,no
11986,19191,Are both children sitting?,191912,yes
11987,900191912,Are both children sitting?,900191912,no
11988,19955,Is the woman doing yoga?,199552,no
11989,900199552,Is the woman doing yoga?,900199552,yes
11990,8434,Is the deer going to jump over the pond?,84342,yes
11991,900084342,Is the deer going to jump over the pond?,900084342,no
11992,8814,Are the two women in the blue shirts leaving the park?,88140,yes
11993,900088140,Are the two women in the blue shirts leaving the park?,900088140,no
11994,14020,Is it sunny out?,140202,no
11995,900140202,Is it sunny out?,900140202,yes
11996,13545,Is the dog laying near a white bone?,135450,yes
11997,900135450,Is the dog laying near a white bone?,900135450,no
11998,5819,Is there fire in the fireplace?,58191,yes
11999,900058191,Is there fire in the fireplace?,900058191,no
12000,9573,Could that be his pet?,95730,yes
12001,17714,Is the girl running from the squirrel?,177141,yes
12002,900177141,Is the girl running from the squirrel?,900177141,no
12003,13605,Is he alone?,136052,yes
12004,900136052,Is he alone?,900136052,no
12005,7280,Is there any furniture in the room?,72801,no
12006,900072801,Is there any furniture in the room?,900072801,yes
12007,13349,Is there a bone under the table?,133492,yes
12008,900133492,Is there a bone under the table?,900133492,no
12009,14463,Is there a TV?,144632,no
12010,900144632,Is there a TV?,900144632,yes
12011,5501,Will they be having dessert?,55011,no
12012,5433,Does the girl want to give the boy a kiss?,54330,no
12013,13296,Does the person's gender rhyme with an item often used in this red box?,132960,yes
12014,6395,Is the boy holding a cat?,63950,no
12015,900063950,Is the boy holding a cat?,900063950,yes
12016,3459,Does the bike have training wheels?,34592,no
12017,12000,Is the girl safe?,120001,yes
12018,900120001,Is the girl safe?,900120001,no
12019,16878,Are the paintings sitting on the floor?,168781,yes
12020,900168781,Are the paintings sitting on the floor?,900168781,no
12021,18431,Is there a dog's bed?,184310,yes
12022,900184310,Is there a dog's bed?,900184310,no
12023,378,Are the clouds the same shape?,3782,no
12024,900003782,Are the clouds the same shape?,900003782,yes
12025,7784,Do the man and the woman know each other?,77841,yes
12026,900077841,Do the man and the woman know each other?,900077841,no
12027,5509,Is the boy having a good time?,55090,yes
12028,900055090,Is the boy having a good time?,900055090,no
12029,16929,Will the girl get in trouble for sitting on that part of the couch?,169291,no
12030,900169291,Will the girl get in trouble for sitting on that part of the couch?,900169291,yes
12031,14730,Is there anything on the coat rack?,147301,no
12032,900147301,Is there anything on the coat rack?,900147301,yes
12033,8829,Are they grilling insects on the grill?,88290,no
12034,900088290,Are they grilling insects on the grill?,900088290,yes
12035,3402,Is a face peering out of the bushes?,34020,no
12036,900034020,Is a face peering out of the bushes?,900034020,yes
12037,14701,Does the armchair match the sofa?,147011,no
12038,900147011,Does the armchair match the sofa?,900147011,yes
12039,9966,Is the sun visible in this picture?,99660,no
12040,900099660,Is the sun visible in this picture?,900099660,yes
12041,7831,Are they both reaching for the bottle?,78310,yes
12042,900078310,Are they both reaching for the bottle?,900078310,no
12043,13086,Does the cat belong to the woman?,130861,yes
12044,900130861,Does the cat belong to the woman?,900130861,no
12045,17129,Is the girl facing the pond?,171291,no
12046,900171291,Is the girl facing the pond?,900171291,yes
12047,13458,Does the room have any windows?,134581,no
12048,900134581,Does the room have any windows?,900134581,yes
12049,13462,Is the living room clean?,134620,yes
12050,900134620,Is the living room clean?,900134620,no
12051,11276,Does this woman have napkins for the hot dog?,112762,no
12052,6833,Is the man burning his hands?,68331,no
12053,900068331,Is the man burning his hands?,900068331,yes
12054,1062,Is the sandbox near the trees?,10620,yes
12055,900010620,Is the sandbox near the trees?,900010620,no
12056,8838,Are they in the park?,88381,no
12057,9689,Is the child scared to go down the slide?,96891,no
12058,900096891,Is the child scared to go down the slide?,900096891,yes
12059,13526,Is there a person in the painting?,135261,no
12060,900135261,Is there a person in the painting?,900135261,yes
12061,5155,Are the children playing with the dog?,51552,yes
12062,900051552,Are the children playing with the dog?,900051552,no
12063,16792,Is anybody playing on the see saw?,167920,no
12064,900167920,Is anybody playing on the see saw?,900167920,yes
12065,1193,Will the butterfly land on the woman's shoulder?,11931,no
12066,900011931,Will the butterfly land on the woman's shoulder?,900011931,yes
12067,5329,Is anything alive?,53292,no
12068,900053292,Is anything alive?,900053292,yes
12069,10492,Is the kitten asleep?,104921,no
12070,900104921,Is the kitten asleep?,900104921,yes
12071,10946,Is the woman watching TV?,109462,yes
12072,900109462,Is the woman watching TV?,900109462,no
12073,9465,Is the door opened?,94652,no
12074,15063,Are they feeding the birds?,150631,yes
12075,900150631,Are they feeding the birds?,900150631,no
12076,8001,Does she need to use the restroom?,80011,no
12077,18135,Is the dog in danger of getting burned?,181352,no
12078,900181352,Is the dog in danger of getting burned?,900181352,yes
12079,11434,Is the lady on the chair crossing her legs?,114342,no
12080,900114342,Is the lady on the chair crossing her legs?,900114342,yes
12081,12668,Does the dog want the Frisbee?,126681,no
12082,900126681,Does the dog want the Frisbee?,900126681,yes
12083,967,Is the couple drinking wine?,9671,yes
12084,900009671,Is the couple drinking wine?,900009671,no
12085,19196,Is she eating?,191962,yes
12086,900191962,Is she eating?,900191962,no
12087,12937,Are both chairs facing the same way?,129370,no
12088,900129370,Are both chairs facing the same way?,900129370,yes
12089,11018,Is the woman drunk from wine?,110182,no
12090,900110182,Is the woman drunk from wine?,900110182,yes
12091,12457,Is the white animal sleeping?,124570,no
12092,900124570,Is the white animal sleeping?,900124570,yes
12093,867,Is the TV on?,8671,no
12094,900008671,Is the TV on?,900008671,yes
12095,18415,Are both people chasing the dogs?,184152,yes
12096,900184152,Are both people chasing the dogs?,900184152,no
12097,3905,Is the man jogging?,39051,yes
12098,900039051,Is the man jogging?,900039051,no
12099,10111,Is the man the same age as the woman?,101112,no
12100,900101112,Is the man the same age as the woman?,900101112,yes
12101,15345,Does the dog have a place to sleep?,153452,yes
12102,900153452,Does the dog have a place to sleep?,900153452,no
12103,10864,Are there any plants in the room?,108642,no
12104,900108642,Are there any plants in the room?,900108642,yes
12105,4064,Are the windows the same shape?,40640,no
12106,900040640,Are the windows the same shape?,900040640,yes
12107,2580,Is the floor stained?,25802,no
12108,16549,Is there enough room for both ladies on the vehicle?,165490,no
12109,900165490,Is there enough room for both ladies on the vehicle?,900165490,yes
12110,16525,Does the boy look younger than ten years old?,165252,yes
12111,900165252,Does the boy look younger than ten years old?,900165252,no
12112,14805,Is the older lady waving at the running man?,148050,yes
12113,900148050,Is the older lady waving at the running man?,900148050,no
12114,10692,Is the woman standing?,106921,no
12115,900106921,Is the woman standing?,900106921,yes
12116,12407,Is the little girl petting a dog?,124070,no
12117,900124070,Is the little girl petting a dog?,900124070,yes
12118,6383,Is there any furniture?,63831,no
12119,900063831,Is there any furniture?,900063831,yes
12120,16841,Are they both drinking the same thing?,168411,yes
12121,900168411,Are they both drinking the same thing?,900168411,no
12122,12850,Is it raining?,128501,no
12123,12742,Are the women having tea?,127421,yes
12124,900127421,Are the women having tea?,900127421,no
12125,11471,Is the child bored?,114711,no
12126,900114711,Is the child bored?,900114711,yes
12127,9628,Is it cloudy outside?,96281,no
12128,900096281,Is it cloudy outside?,900096281,yes
12129,16698,Are they about to have a picnic?,166982,yes
12130,900166982,Are they about to have a picnic?,900166982,no
12131,9812,Are the birds going to hurt him?,98120,no
12132,900098120,Are the birds going to hurt him?,900098120,yes
12133,15300,Are there any coats?,153001,no
12134,388,Did the girl in black push the other girl off the slide?,3881,no
12135,900003881,Did the girl in black push the other girl off the slide?,900003881,yes
12136,4451,Is the sky clear?,44511,no
12137,900044511,Is the sky clear?,900044511,yes
12138,12592,Is there a path near this park?,125922,yes
12139,900125922,Is there a path near this park?,900125922,no
12140,13111,Are there glasses on the table to pour the wine in?,131112,no
12141,900131112,Are there glasses on the table to pour the wine in?,900131112,yes
12142,17720,Is anyone on the teeter-totter?,177200,no
12143,900177200,Is anyone on the teeter-totter?,900177200,yes
12144,13493,Is the woman on the bench scared?,134930,no
12145,900134930,Is the woman on the bench scared?,900134930,yes
12146,4874,Will the cat chase the mouse?,48742,yes
12147,900048742,Will the cat chase the mouse?,900048742,no
12148,9774,Are all the pillows on the rug?,97742,yes
12149,900097742,Are all the pillows on the rug?,900097742,no
12150,8297,Is the young boy passing a ball?,82971,no
12151,900082971,Is the young boy passing a ball?,900082971,yes
12152,13291,Is this young man happy about his paintings?,132912,yes
12153,900132912,Is this young man happy about his paintings?,900132912,no
12154,12330,Are their blinds on the windows?,123302,no
12155,1159,Does something on TV have the girl worried?,11591,yes
12156,900011591,Does something on TV have the girl worried?,900011591,no
12157,3614,Is it sunny out?,36142,yes
12158,900036142,Is it sunny out?,900036142,no
12159,7080,Are there any fish in the pond?,70802,no
12160,900070802,Are there any fish in the pond?,900070802,yes
12161,14016,Is the beehive too close to the fire?,140160,no
12162,900140160,Is the beehive too close to the fire?,900140160,yes
12163,505,Does the boy want to play with the kitten?,5052,yes
12164,900005052,Does the boy want to play with the kitten?,900005052,no
12165,14560,Is the old lady enjoying the koi pond?,145600,yes
12166,900145600,Is the old lady enjoying the koi pond?,900145600,no
12167,13432,Is the girl reading?,134320,yes
12168,900134320,Is the girl reading?,900134320,no
12169,18279,Is the woman eating?,182791,yes
12170,900182791,Is the woman eating?,900182791,no
12171,8792,Are there leaves on the trees?,87922,no
12172,900087922,Are there leaves on the trees?,900087922,yes
12173,6507,Is the boy waiting for someone?,65072,yes
12174,900065072,Is the boy waiting for someone?,900065072,no
12175,213,Is the rug sleeping peacefully?,2132,no
12176,7185,Is the woman having a picnic alone?,71852,yes
12177,900071852,Is the woman having a picnic alone?,900071852,no
12178,1189,Will the woman fall?,11891,no
12179,900011891,Will the woman fall?,900011891,yes
12180,12611,Is the lady sitting on the floor?,126111,yes
12181,900126111,Is the lady sitting on the floor?,900126111,no
12182,12616,Should the dog be on the chair?,126161,no
12183,900126161,Should the dog be on the chair?,900126161,yes
12184,16043,Are the two armchairs facing each other?,160432,yes
12185,900160432,Are the two armchairs facing each other?,900160432,no
12186,3964,Is the girl sitting up?,39640,no
12187,900039640,Is the girl sitting up?,900039640,yes
12188,13080,Do the people know each other well?,130802,yes
12189,900130802,Do the people know each other well?,900130802,no
12190,14845,Is this a playground?,148452,yes
12191,900148452,Is this a playground?,900148452,no
12192,17982,Could they be drinking merlot?,179821,yes
12193,900179821,Could they be drinking merlot?,900179821,no
12194,1230,Does the table have anything on it?,12300,no
12195,900012300,Does the table have anything on it?,900012300,yes
12196,9734,Is the girl on the left sitting on a couch?,97341,no
12197,900097341,Is the girl on the left sitting on a couch?,900097341,yes
12198,9162,Is there a fish in water?,91620,yes
12199,900091620,Is there a fish in water?,900091620,no
12200,5172,Is the baby walking towards her?,51721,no
12201,900051721,Is the baby walking towards her?,900051721,yes
12202,18349,Are these identical twins?,183491,no
12203,900183491,Are these identical twins?,900183491,yes
12204,10411,Should a baby be drinking this?,104111,no
12205,900104111,Should a baby be drinking this?,900104111,yes
12206,13378,Does the room need a light source?,133781,yes
12207,14712,Is the man driving the scooter?,147122,no
12208,900147122,Is the man driving the scooter?,900147122,yes
12209,16661,Is the kids being good?,166610,yes
12210,900166610,Is the kids being good?,900166610,no
12211,19772,Will the door hit the bookcase when opened?,197722,yes
12212,900197722,Will the door hit the bookcase when opened?,900197722,no
12213,2333,Is the woman upset?,23332,yes
12214,900023332,Is the woman upset?,900023332,no
12215,15835,IS it raining?,158352,no
12216,18145,Is the dog on leash?,181452,no
12217,7042,Is he on any type of path?,70422,no
12218,900070422,Is he on any type of path?,900070422,yes
12219,1101,Is the man wearing a belt?,11012,no
12220,17271,Is the woman happy?,172712,yes
12221,900172712,Is the woman happy?,900172712,no
12222,3440,Does he appear to be waiting?,34400,yes
12223,900034400,Does he appear to be waiting?,900034400,no
12224,1930,Are they all on the sofa?,19300,yes
12225,900019300,Are they all on the sofa?,900019300,no
12226,10764,Will the baby fill the pail with sand?,107641,yes
12227,900107641,Will the baby fill the pail with sand?,900107641,no
12228,19309,Does she have all the right equipment for her activity of cooking?,193091,no
12229,900193091,Does she have all the right equipment for her activity of cooking?,900193091,yes
12230,13381,Is the woman afraid of the mouse?,133811,no
12231,900133811,Is the woman afraid of the mouse?,900133811,yes
12232,10360,Is the couch sitting on the table?,103602,no
12233,900103602,Is the couch sitting on the table?,900103602,yes
12234,7116,Is there a cat sleeping?,71162,yes
12235,900071162,Is there a cat sleeping?,900071162,no
12236,19800,Is the boy on the white wearing a shirt?,198001,yes
12237,339,Is there two picture that are the same?,3392,yes
12238,900003392,Is there two picture that are the same?,900003392,no
12239,17091,Is the mouse welcome?,170910,no
12240,900170910,Is the mouse welcome?,900170910,yes
12241,5092,Is the house messy?,50922,no
12242,900050922,Is the house messy?,900050922,yes
12243,7987,Is the woman trying to get up to leave?,79870,no
12244,900079870,Is the woman trying to get up to leave?,900079870,yes
12245,14139,Could she invite more guests to sit?,141392,yes
12246,900141392,Could she invite more guests to sit?,900141392,no
12247,16157,Does the dog want to go out?,161572,no
12248,900161572,Does the dog want to go out?,900161572,yes
12249,15648,Is the boy sitting down in the chair?,156480,no
12250,900156480,Is the boy sitting down in the chair?,900156480,yes
12251,4934,Is this cat clawing at the couch?,49340,no
12252,900049340,Is this cat clawing at the couch?,900049340,yes
12253,14092,Did someone already rake the leaves?,140920,yes
12254,900140920,Did someone already rake the leaves?,900140920,no
12255,11215,Is there a slide in the park?,112151,yes
12256,900112151,Is there a slide in the park?,900112151,no
12257,3260,Is a beehive in the tree?,32600,yes
12258,900032600,Is a beehive in the tree?,900032600,no
12259,15225,Is the girl answering the door?,152252,no
12260,900152252,Is the girl answering the door?,900152252,yes
12261,11579,Are there utensils visible?,115791,no
12262,900115791,Are there utensils visible?,900115791,yes
12263,10504,Is the dog running?,105040,yes
12264,900105040,Is the dog running?,900105040,no
12265,11158,Is there any animals in this picture?,111581,no
12266,900111581,Is there any animals in this picture?,900111581,yes
12267,11378,Is it snowing?,113780,no
12268,10874,Does it appear that one of the bookcases is on the chair?,108742,yes
12269,900108742,Does it appear that one of the bookcases is on the chair?,900108742,no
12270,14498,Is she playing ball with the kid?,144981,yes
12271,900144981,Is she playing ball with the kid?,900144981,no
12272,6981,Does the boy look happy?,69811,yes
12273,900069811,Does the boy look happy?,900069811,no
12274,3251,Is the woman playing with the dog?,32510,no
12275,900032510,Is the woman playing with the dog?,900032510,yes
12276,7896,Is the cat stretching?,78962,yes
12277,900078962,Is the cat stretching?,900078962,no
12278,14055,Is the TV on?,140552,yes
12279,900140552,Is the TV on?,900140552,no
12280,17775,Is there water in her bucket?,177751,no
12281,13009,Is the man wearing clothing that it too warm for the temperature?,130092,yes
12282,5163,Is the cat jumping?,51631,yes
12283,900051631,Is the cat jumping?,900051631,no
12284,8002,Is she studying?,80020,yes
12285,900080020,Is she studying?,900080020,no
12286,17986,Do the pillows match the curtains?,179862,no
12287,900179862,Do the pillows match the curtains?,900179862,yes
12288,14969,Is there a sun?,149690,yes
12289,900149690,Is there a sun?,900149690,no
12290,900050650,Is the girl fixing the video game set?,900050650,no
12291,10291,Is the dog right next to a stool?,102911,no
12292,900102911,Is the dog right next to a stool?,900102911,yes
12293,16018,Is this girl about to have dinner?,160181,no
12294,900160181,Is this girl about to have dinner?,900160181,yes
12295,8285,Is the sun out?,82852,no
